packet_session_id,protocol,device_type,vpn_status,region,login_attempts,failed_logins,bytes_sent,bytes_received,packet_rate,connection_count,tcp_flags,port_number,session_retries,signal_strength,privilege_level,anomaly_score,avg_packet_size,attack_category
P000027,ICMP,IoT,Off,US,1,0,3119.336314067743,5410.092779668277,107.05380599258231,7,SYN-ACK,25,1,-37.50437886506725,user,0.11183004923015523,292.7234251393367,Benign
P000028,TCP,IoT,Off,EU,2,1,6132.20349000269,5612.397474677594,135.69971343308578,4,SYN-ACK,25,0,-63.440872790467054,admin,0.6316895661475499,271.80010621162165,Benign
P000029,,Server,Off,APAC,1,1,7114.8039103956635,11445.853455021908,123.29206314359517,2,FIN,80,0,-53.48870464759977,user,0.4219111294951413,307.558434300996,BruteForce
P000030,TCP,Workstation,On,US,0,3,8441.570404468854,7036.044916044988,65.25360798194816,2,SYN,80,1,-57.41163093191014,admin,0.25311113223994886,264.42204690925786,Benign
P000031,,Server,Off,EU,3,0,4011.08756878191,5917.353770800992,123.13679744659731,6,FIN,110,1,-62.96550560875946,user,0.3151199320096395,309.23572756974573,BruteForce
P000032,TCP,Server,Off,APAC,0,1,6137.987510226609,4205.908095485264,110.69289901998121,6,FIN,3389,1,-58.004891843427416,user,0.19249132012590897,289.9455417068131,Benign
P000033,UDP,IoT,Off,US,3,0,6999.3457795750655,8103.922482513389,90.68879096307202,7,FIN,3389,1,-52.597166121777065,user,0.7189696144895319,285.00247371774,Benign
P000034,ICMP,Server,Off,EU,1,1,3499.6988159874763,6378.922719535236,123.94037272188275,5,SYN,143,1,-61.17173200918969,user,0.4612459006267952,302.4804130611179,BruteForce
P000035,TCP,Server,On,ME,3,3,2084.2221048106467,4451.253749323887,93.75261977459654,3,SYN-ACK,53,0,-42.62313660435727,guest,0.1604954569752733,265.8977941200722,Benign
P000036,TCP,IoT,Off,US,2,1,4884.587137737263,5500.013681145932,101.38347221878594,6,FIN,53,0,-63.94905002458199,admin,0.07305363714959617,300.46145979566995,BruteForce
P000037,TCP,Mobile,Off,ME,1,2,3501.832043007449,6781.886620181061,135.61764500209338,7,ACK,80,1,-73.22109232029926,user,0.18075227050467627,301.8701999084631,Benign
P000038,UDP,IoT,Off,US,2,1,4727.169194998742,3848.2472608500034,93.01998032301265,6,SYN-ACK,3389,1,-59.043648385880815,admin,0.1271974490579391,258.5156786747272,Benign
P000039,TCP,IoT,Off,EU,1,0,3818.1783077981245,10285.95930141892,162.98333454568723,6,SYN,22,1,-55.61459876619243,user,0.5184213114355469,304.9821765586953,Benign
P000040,tcp,Workstation,Off,APAC,1,0,5504.271082540727,4775.686885910386,101.06323522828257,6,SYN,443,0,-57.4518574885857,user,0.33977933019580486,311.301841158387,Benign
P000041,TCP,Server,Off,ME,3,2,4989.546569509133,4966.627149298892,117.85580920868958,4,SYN,25,1,-63.09297280503234,user,0.259938123946604,285.35528945343833,Benign
P000042,TCP,IoT,Off,APAC,0,1,5175.347563279129,6278.291238933481,115.70839086569285,7,SYN-ACK,21,1,-54.137947224668544,guest,0.307008272630575,274.1189273528505,Benign
P000043,ICMP,Workstation,On,ME,6,1,8422.454151334368,9200.004262448989,121.27463509553031,5,ACK,143,2,,admin,0.3621048772137237,317.0033929015697,Benign
P000044,TCP,Workstation,Off,APAC,4,0,7238.620397529853,7912.615154475108,74.3795100058276,4,ACK,143,0,-60.654188602499474,guest,0.38231324584316506,250.52417190344866,Benign
P000045,udp,Server,Off,ME,1,0,4081.40288132782,7446.420367090697,138.29594335016574,6,SYN-ACK,443,0,-62.121753153747434,user,0.22146082788490293,295.2527585714667,Benign
P000046,,Server,Off,ME,3,2,4070.652572375648,3707.754280744335,152.48272543457026,4,SYN,25,2,,user,0.2192391080593513,277.1791783505756,Benign
P000047,TCP,Mobile,Off,APAC,0,1,4605.704135314479,,140.15131222273735,7,SYN,443,2,-79.16095060766163,user,0.3452646649739317,298.39801078554393,Benign
P000048,udp,Workstation,Off,ME,3,2,6402.82977621403,5186.178132050234,115.10820101453099,6,SYN,22,0,,guest,0.3056127015734232,298.4194457446983,Benign
P000049,TCP,Workstation,On,APAC,2,0,6285.325502337833,7280.559484175134,95.8857698303126,5,ACK,25,0,-75.38056119662559,guest,0.2838051489159468,292.54234024730636,Benign
P000050,ICMP,Mobile,Off,ME,1,1,2881.0533038244916,9586.490682749989,118.33995133473955,7,SYN-ACK,25,1,-73.61584802122675,user,0.24003127210363587,274.10186742985167,Benign
P000051,TCP,Workstation,Off,APAC,1,0,5277.077464359282,4621.608187569166,126.04068947678945,3,SYN,3389,1,-50.44940855770257,user,0.08528689807784443,311.1175859271445,Benign
P000052,TCP,Workstation,Off,APAC,3,0,5864.478538837613,7333.537949111297,141.33310184767356,6,SYN-ACK,22,0,-49.34435718345864,admin,0.014057964453452365,341.7991954536196,Benign
P000053,TCP,Workstation,Off,ME,1,2,7665.506881617801,4127.766984105414,131.83543182492306,5,ACK,22,1,-59.50508361084952,guest,0.3084845410958828,292.26952885213854,Benign
P000054,UDP,IoT,Off,APAC,4,2,1201.733541321686,6769.750354340736,139.2579804343606,3,SYN,3389,0,-60.859829377060116,user,0.5003376041854602,271.9737274082822,Benign
P000055,TCP,Server,On,EU,3,0,3973.5009200087798,4992.9593405076685,190.96535946875585,1,SYN,22,1,-40.491553203706545,admin,0.015810487172782207,304.74472055098266,Benign
P000056,,Mobile,Off,APAC,2,2,6094.00919000523,7740.160916453442,44.33847475170664,5,SYN,25,0,,user,0.5195508024241212,248.12746412312268,BruteForce
P000057,udp,IoT,Off,EU,2,1,8214.941209740471,4006.5171147564165,107.86084753566439,2,SYN-ACK,110,0,-67.89360463203016,user,0.3539280154851186,290.5112632247262,Benign
P000058,UDP,IoT,Off,ME,1,3,5562.418583995532,6693.438322175538,79.26093618806594,6,ACK,21,0,-53.75996132424675,user,0.17718522591107466,254.84185731137293,Benign
P000059,ICMP,Workstation,On,US,1,1,6371.6028922975975,5200.20595411815,123.22738058080505,3,SYN-ACK,110,0,-36.40177049569352,admin,0.45714286472437493,312.2682732738563,Benign
P000060,tcp,Server,Off,EU,4,1,6518.223338663694,8146.545285623904,134.81215876838215,3,FIN,110,0,-54.07210750710925,admin,0.15730095416709106,306.2437583458053,Benign
P000061,TCP,Workstation,Off,EU,4,2,3437.1302530200383,3928.7548846522177,124.95320304308872,5,ACK,53,1,-60.78340068589468,user,0.19584318309147009,288.7996126777136,Benign
P000062,udp,Workstation,Off,EU,2,0,3673.2947871070564,7302.356945261709,145.24875884535533,4,ACK,21,4,-61.880066416520634,user,0.2882764560885057,298.4385621899972,Benign
P000063,udp,Server,Off,EU,0,1,2659.8591621867868,7793.407300122188,125.64329423481209,8,SYN-ACK,3389,2,-67.39256313635879,admin,0.38833491492757233,288.35869828046367,Benign
P000064,UDP,Server,Off,ME,2,2,5479.098572344162,8064.977813883756,95.25862434775217,6,SYN-ACK,25,2,-47.418656079963746,user,0.5023738635764352,265.99076598782875,BruteForce
P000065,TCP,Workstation,Off,US,1,0,6811.407567772716,7545.949951048876,159.47529367819132,4,SYN-ACK,22,2,-54.798565482994334,user,0.31248771328396246,329.17845618662074,Benign
P000066,TCP,IoT,On,APAC,1,1,1763.867060497052,5157.959455092847,120.83054168911787,8,ACK,110,2,-51.47701002098552,user,0.3879687414954074,289.0120346451695,Benign
P000067,ICMP,IoT,Off,US,3,1,4524.2700912248465,4295.038661995095,111.90057340213365,4,SYN,443,1,-70.41592897800595,user,0.7640350756837517,287.83223082741176,BruteForce
P000068,ICMP,Server,On,US,1,2,7680.777009414456,3990.843211170117,125.56392881823936,4,ACK,110,2,-73.2020613999718,admin,0.4991638451096131,278.37105318621514,Benign
P000069,TCP,Workstation,On,EU,1,0,5005.374460428072,7992.049640466735,110.71342059408286,10,SYN-ACK,25,1,-56.32130159855553,admin,0.33357976703924824,311.8741599366438,Benign
P000070,tcp,Server,Off,EU,2,4,3984.849269386478,6433.67127587471,153.90961086896436,3,SYN,53,0,-59.40080873736162,admin,0.18550779196368108,281.3609413452255,Benign
P000071,TCP,Server,Off,EU,2,1,5421.168010239695,3227.5271712254025,149.62583913419104,11,ACK,22,0,-59.40308838900706,guest,0.36215213058744855,318.9315826151348,BruteForce
P000072,TCP,Workstation,On,EU,0,4,3671.497871935593,7244.615651105422,123.01428650424967,4,FIN,21,1,-76.73907485407737,admin,0.14023560435224153,284.8277204477065,BruteForce
P000073,UDP,Server,Off,ME,2,1,4935.132840723305,7621.637468982718,191.36787341421336,4,FIN,443,1,-55.666683553101805,user,0.6341312843728723,334.021150447183,Benign
P000074,TCP,Server,Off,APAC,2,1,1376.3135904543733,6800.866243652281,154.7418735655507,7,SYN,53,0,-66.23193473398807,user,0.548583909280436,286.56932829811274,BruteForce
P000075,TCP,Server,Off,ME,3,0,6641.410554274681,5713.249714151011,77.528302782328,5,FIN,53,0,-60.28601902127613,user,0.22304984080382415,299.8334801661347,Benign
P000076,TCP,Mobile,Off,ME,2,0,3735.9500558553036,6033.628550590915,148.35684035380186,6,FIN,3389,0,-49.87292104729055,guest,0.18333742235585967,284.44114952147106,BruteForce
P000077,TCP,Mobile,Off,ME,1,0,4463.290756402412,5908.493444314803,93.43333698029056,2,SYN-ACK,21,0,-58.038016988640784,user,0.13540293824655772,298.27526862828637,Benign
P000078,TCP,IoT,Off,EU,1,1,35638.48166310727,3727.1118052921815,122.2193788446095,1,ACK,110,1,-43.349186317839944,guest,0.3817076599369086,302.306065570215,Benign
P000079,TCP,Server,On,ME,4,1,6988.68980075809,3046.132842106445,144.62656745336565,4,FIN,110,0,-56.18681960071534,user,0.04212490220079247,305.060326381857,Benign
P000080,TCP,Mobile,Off,APAC,2,1,5888.664842482625,6212.32503628201,70.16187725549105,5,SYN,22,0,-67.86061389657651,user,0.25596765988679043,291.77923861794267,Benign
P000081,,Mobile,Off,US,0,4,3525.2852147472377,4517.4480482316485,121.2622182770062,6,SYN-ACK,21,2,-72.90314188194533,user,0.32121323564368864,275.8926802304488,BruteForce
P000082,UDP,Mobile,Off,US,0,1,5632.180084825631,4994.4548008196725,125.14011768959054,6,ACK,25,0,-60.00563160114125,user,0.13485627300804814,274.5259887391183,Benign
P000083,UDP,Mobile,Off,US,3,0,3801.906547761966,6862.291628550495,140.3233013885735,5,SYN,143,3,-46.19675729625484,user,0.25426738612814925,269.7113913614433,BruteForce
P000084,tcp,Workstation,On,US,0,1,4886.771432223188,5492.783214852564,154.00342579944544,7,SYN,22,0,-61.16975735287142,guest,0.2833408901490366,314.1796754243069,Benign
P000085,udp,Server,Off,EU,3,3,2326.4713213293116,7002.489220161169,103.63950130928531,6,FIN,22,2,-60.45821165756865,admin,0.06869577719034617,251.97805226263836,Benign
P000086,,Mobile,On,APAC,0,0,4118.597262633122,3576.6289815914015,161.4273010830923,5,SYN-ACK,3389,1,-59.45097277377037,user,0.15888779660374253,294.25860803876566,Benign
P000087,tcp,IoT,Off,EU,3,0,6725.965423312227,9016.400651393167,101.42124513816196,6,ACK,3389,1,-55.141361873709656,user,0.20630454580392552,296.02033222121366,BruteForce
P000088,UDP,IoT,Off,US,0,0,5341.5700678334015,7475.010595275504,120.30695921257409,5,SYN,53,0,-63.80501697095204,user,0.20856737968372088,288.51272551711764,Benign
P000089,UDP,IoT,Off,ME,2,1,7006.254473320585,7120.732671696985,155.9243016890356,6,ACK,21,0,-68.41282436194727,user,0.19285085260859947,302.76266629515567,Benign
P000090,UDP,Server,Off,EU,4,0,8131.623914124557,6877.479533151826,132.66932240791445,7,SYN-ACK,21,3,-61.17001674872798,user,0.42711250980007054,333.4241918822809,Benign
P000091,UDP,Mobile,Off,ME,1,0,2832.8936652224675,10254.496452085237,159.86863339436533,6,SYN,53,0,-67.6905904242349,user,0.17648406521346285,296.6015266570398,Benign
P000092,UDP,Mobile,Off,US,1,2,4605.220162643639,8314.145715632378,159.30713737266808,4,SYN,443,0,-64.72088932144052,user,0.20636205728448764,313.12651311024115,Benign
P000093,tcp,Mobile,On,EU,2,0,4963.715112702743,5045.587861909335,213.18943887057628,4,SYN,110,1,-49.50406489832581,admin,0.6015251364993904,334.547543685556,BruteForce
P000094,UDP,IoT,On,US,0,1,4413.30278193554,6208.881904724907,119.17937346033894,5,ACK,110,2,-63.01246901098828,user,0.3042227406485177,277.95944879736055,Benign
P000095,,Server,On,ME,1,4,3702.3369947098245,5188.927273370563,168.59235375327623,0,SYN-ACK,53,1,-69.91013141338547,user,0.25179232984713357,276.0273888819811,Benign
P000096,tcp,Workstation,Off,US,0,2,4317.891828977672,5472.65162980573,174.59144608124356,3,SYN-ACK,80,2,-66.13853114139901,user,0.29536011007592705,322.36385350215346,Benign
P000097,UDP,Mobile,Off,ME,0,0,5284.376997227093,6009.2402269742315,97.91028722320395,6,FIN,22,0,-41.58613581529274,guest,0.24929984287270895,280.9883307081808,Benign
P000098,TCP,IoT,Off,EU,1,1,8249.01528683453,3471.9592384778052,125.48259262253784,1,ACK,22,1,-69.9898972088661,admin,0.3566182232005251,299.5243348654394,BruteForce
P000099,TCP,Mobile,Off,US,2,0,3950.2276617592233,5020.477719853421,141.50353154350472,10,SYN,22,0,-61.86291653675317,admin,0.2279625625903591,311.92841880742725,Benign
P000100,TCP,Server,Off,US,2,1,2850.5169745633216,8284.643789151994,118.5493530145133,7,SYN-ACK,143,0,-69.4067537901814,admin,0.1852922151437047,279.0210026574912,BruteForce
P000101,ICMP,Mobile,Off,APAC,1,1,6231.463722289208,5348.010012834023,63.70471865770392,3,SYN,3389,0,-61.027792739617816,guest,0.054683454143690094,261.29763315074854,BruteForce
P000102,udp,IoT,Off,ME,2,0,5626.600752527136,,140.94886687475275,9,ACK,21,2,-48.948600532920956,user,0.5711104363481098,309.0762691697988,Benign
P000103,udp,Mobile,On,US,4,1,2879.2025908808673,5810.851291426165,121.42952563456241,4,ACK,25,0,-50.15454729556198,admin,0.23961703464961845,276.4313079732925,Benign
P000104,UDP,IoT,Off,APAC,2,1,5697.539367284259,9302.870916475686,116.94916767641185,8,SYN-ACK,53,0,-71.53562354909312,user,0.20598472541069074,298.9530616489918,BruteForce
P000105,TCP,Workstation,On,APAC,6,1,6893.512687365677,6868.223398426966,92.6081487558194,3,SYN-ACK,443,1,-61.47611498707554,user,0.1900373786829349,283.36982425612854,Benign
P000106,udp,Server,Off,US,5,0,6623.543574314057,4786.645781374551,142.4441749783802,5,ACK,53,0,-62.25719157656498,user,0.33111757964408406,310.8953712386611,BruteForce
P000107,TCP,Mobile,Off,APAC,2,2,4537.831807448822,2089.801076860772,132.1124791601258,4,SYN,21,0,,admin,0.5135401396939573,291.2605430155234,Benign
P000108,TCP,Mobile,Off,EU,3,2,4337.232370274642,2949.035746872361,85.17771790086852,1,FIN,22,3,-67.77061851260805,user,0.17093428864971186,249.7576176578184,Benign
P000109,tcp,Workstation,On,ME,4,0,5525.497354430595,7075.314273199022,113.87385638589105,1,SYN-ACK,21,1,-68.08973056684738,guest,0.0712808197573869,279.477883854858,Benign
P000110,TCP,Server,Off,APAC,1,3,4537.464618521424,5490.318054650922,97.77453469518089,6,SYN-ACK,143,1,-65.46337772159396,guest,0.1841789559517261,279.0393845425026,Benign
P000111,TCP,Server,On,US,2,0,5159.775111849903,7281.983778710977,87.66546704797766,2,FIN,21,0,-70.74844954290357,user,0.46329223815218895,278.44435137589204,Benign
P000112,TCP,Mobile,On,ME,2,0,5000.516741459769,7633.648515735504,90.62216094931337,7,SYN,80,0,-75.28991816785096,user,0.33974019460763183,281.5070487702665,Benign
P000113,ICMP,Server,Off,APAC,2,1,6311.165575681395,8698.886981536658,126.71782672146955,9,SYN,3389,1,,admin,0.3343640244936396,300.2715398123314,Benign
P000114,ICMP,Server,Off,ME,2,0,4252.01470542968,7061.679971178929,86.89208591883553,3,SYN,3389,0,-45.17104033419248,user,0.2666298301279261,281.6914650164301,Benign
P000115,TCP,IoT,Off,ME,2,1,3589.2403742171864,4137.04706900688,146.79982173106967,8,SYN,21,0,,user,0.32520634254418007,342.4613926667698,Benign
P000116,TCP,Mobile,On,APAC,4,2,5071.250439948926,8835.081356500228,114.31572570913502,7,ACK,80,1,-60.96661252687279,user,0.3712551210939149,296.29297696658625,BruteForce
P000117,UDP,Server,Off,APAC,2,1,5938.976950228492,6643.978630463732,142.31662999015012,2,SYN,53,1,-77.85895095954572,user,0.27787195650309027,298.3449084512527,BruteForce
P000118,udp,Mobile,Off,ME,3,1,6388.398383309919,6726.514138642257,98.02514896408309,6,FIN,110,0,-72.75212235819285,admin,0.16709983622325977,314.29716244709255,Benign
P000119,TCP,Workstation,Off,ME,2,1,4859.629588553893,3297.3113552484815,125.0481090176997,4,FIN,21,0,,user,0.35496750417970196,295.9629382708611,BruteForce
P000120,UDP,Mobile,On,APAC,1,2,5852.965645697566,6990.46088911181,100.63196315579137,5,SYN-ACK,22,0,-59.94854061897938,user,0.3280020596356408,285.85201479205637,BruteForce
P000121,ICMP,IoT,On,US,7,0,3337.087707693654,6625.334973865477,115.9241067202081,3,SYN-ACK,25,4,-43.12012383849628,user,0.3581391047490154,290.75188036134836,BruteForce
P000122,UDP,Mobile,Off,ME,3,0,2443.663667748801,5745.839921180139,151.39309634145417,3,FIN,80,1,-81.71182955614825,user,0.11779743373806574,276.6283967920151,Benign
P000123,TCP,IoT,Off,ME,3,1,6967.841597732928,5119.461577749287,111.50958114115895,4,SYN,53,1,-47.817417189561965,user,0.4229754616111279,280.8017450544133,BruteForce
P000124,udp,Mobile,Off,APAC,0,0,5026.863339357431,6919.478145894152,112.79824009095272,8,SYN,22,1,-57.56465840585558,user,0.4551483608671701,297.62588584242445,Benign
P000125,udp,Mobile,On,APAC,0,1,3918.8880146460947,7416.904253785742,147.95095911151293,7,FIN,80,2,-43.6301583916062,user,0.25765316224998747,295.1633827423614,Benign
P000126,ICMP,IoT,Off,US,3,3,4106.341148780319,3873.0852787429562,142.24317062975902,4,SYN,80,0,-62.75015707733671,guest,0.16306379974727667,292.1943620952015,Benign
P000127,,IoT,Off,ME,1,2,7585.167456539062,7520.7533969835695,143.26925887066886,4,FIN,25,0,,user,0.1058735471556901,319.31700360193616,Benign
P000128,TCP,Server,On,US,2,0,5230.024845467333,7897.301577305359,68.81389341927553,5,ACK,110,0,-67.68652414142198,admin,0.1319336251142588,282.0453609132618,Benign
P000129,tcp,Mobile,Off,APAC,1,0,5322.037391250607,7343.3306368854965,98.63262622090096,4,FIN,110,2,-46.12152454517299,user,0.17920742803695444,249.78320624099314,Benign
P000130,tcp,Workstation,On,APAC,2,1,5046.260491772663,4431.546784634338,114.84736655229318,1,FIN,143,0,-42.39620496438349,admin,0.5591265194462358,274.0184863152741,Benign
P000131,TCP,IoT,Off,ME,1,1,4681.6965159519805,6688.42979246689,148.50234039455376,5,SYN,22,0,-47.21525183456069,guest,0.43476424396899416,311.14592760348097,BruteForce
P000132,UDP,Workstation,Off,ME,1,0,4059.0793537113786,6815.154084409477,122.48027726014438,4,ACK,110,0,-49.170217611559124,admin,0.26985012617591064,283.52522528923174,BruteForce
P000133,UDP,Server,Off,US,1,0,5718.8106166949965,6970.421738304986,126.7180570055797,9,FIN,25,3,-64.76916769334669,guest,0.33863134075157136,299.88299528174093,Benign
P000134,TCP,Workstation,Off,APAC,1,2,5094.465512686842,7526.112010729974,116.74509236187518,3,FIN,80,2,-82.48162999163637,user,0.4141224368928071,276.46398218761766,Benign
P000135,tcp,Server,Off,EU,0,1,3243.6315691127265,5949.391760243443,105.09009301729523,4,SYN-ACK,443,2,-44.41429881161329,user,0.1355009177178189,259.1206510499088,Benign
P000136,TCP,Mobile,On,US,3,0,6879.147087029903,7173.971579528933,130.72702072038405,1,SYN,80,1,-79.72965081032939,user,0.314426938274939,305.58421928013615,Benign
P000137,UDP,Mobile,Off,US,2,1,4625.546862554328,4863.862266138093,94.40559296636741,0,ACK,21,1,-51.44224753796193,user,0.42253819804939885,277.5089974929356,Benign
P000138,TCP,Mobile,Off,APAC,0,0,7581.2885409264745,4387.5138191970855,147.23853373019696,9,SYN-ACK,21,3,-61.33679833222465,user,0.3775438496552881,317.61915982518815,Benign
P000139,TCP,IoT,Off,APAC,1,2,5194.882050525707,7835.12317194911,112.33058885709337,8,SYN,22,1,-58.04963157199454,admin,0.18643720452376644,301.7175697807645,BruteForce
P000140,ICMP,Server,Off,ME,1,1,6936.74155115621,7532.992310974747,114.92587091826228,11,SYN-ACK,3389,1,-46.4798624100024,user,0.7800641490209597,343.2745233805158,BruteForce
P000141,UDP,IoT,Off,ME,2,2,5218.586921250612,5115.908010590878,148.519035762963,9,FIN,21,2,-69.90783256298494,user,0.14152024724654547,334.26242954306144,Benign
P000142,UDP,IoT,Off,EU,0,4,3246.6317797047022,9333.846937180955,115.6302076398064,6,SYN-ACK,25,0,-69.08388512176737,user,0.3150098413942267,265.3204572167588,Benign
P000143,TCP,Workstation,Off,EU,0,1,6472.748127141518,4338.200934172241,84.08291461479882,6,SYN-ACK,3389,2,-55.083507506297515,user,0.3045302508177451,281.1892118988897,BruteForce
P000144,UDP,Workstation,Off,ME,2,3,2185.1108741581074,6776.454957451242,144.1225071791287,10,ACK,22,1,-71.10002257480727,user,0.36505988053512367,287.23720885893454,Benign
P000145,TCP,Workstation,Off,US,0,0,6996.997668544739,6265.432089009989,132.83807320772593,7,ACK,53,2,-59.22536997019315,user,0.10094117743650391,311.4062121147954,Benign
P000146,ICMP,Server,Off,US,2,3,5221.9396983197985,4194.66328666691,110.3536452309904,7,SYN,22,1,-50.47872147601867,guest,0.2970328446649264,297.7104283647798,Benign
P000147,TCP,Server,On,ME,3,0,5828.790743669138,5825.85501254766,120.34760949648732,3,FIN,80,0,-56.67907205212986,user,0.28268253113030223,270.9907449551548,BruteForce
P000148,UDP,Mobile,Off,APAC,4,2,3012.702509501082,7220.186114168298,98.82034090093715,3,SYN,110,0,-52.842223718117644,user,0.6223165478110236,274.4288942809416,Benign
P000149,TCP,IoT,Off,US,3,1,4782.240002171441,100.0,119.40359298701291,6,FIN,80,0,-57.91519883470532,user,0.38701035219884516,287.51264280569,BruteForce
P000150,TCP,Mobile,Off,US,2,2,34559.34254187807,6132.450665092625,74.24475680431021,6,FIN,21,2,-60.19395540185814,admin,0.41567110856155376,260.8346578154715,BruteForce
P000151,TCP,IoT,On,ME,2,0,4039.4413545403568,3989.915446170404,155.80821249191843,8,FIN,25,1,-55.20015369671441,guest,0.25531222758533906,317.40771090459884,Benign
P000152,ICMP,IoT,Off,EU,1,0,2587.213017720474,5189.460240052048,138.05611858358074,6,FIN,3389,1,-56.697935356257375,user,0.1653883082902404,277.2207432586578,Benign
P000153,ICMP,Mobile,Off,US,1,0,4508.279142425685,7023.40400472275,154.7002404157712,3,FIN,25,1,-49.83038991458728,user,0.2603652581846654,303.16310150527494,BruteForce
